Index,Region,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectID,ProjectDescription,TypeofWork,FundingYear,ContractID,ABC_String,ContractCost_String,CompletionDateActual,Contractor,StartDate,Latitude,Longitude,ContractCost,Turnaround Time (Days)
2214,Region III,BULACAN (FIRST LEGISLATIVE DISTRICT),Not Specified,Bulacan 1st District Engineering Office,P00561692LZ,"Construction of Flood Mitigation Structure along Barangay Angat River, Calumpit, Bulacan",Construction of Flood Mitigation Structure,2021,21CC0200,24749152.7,24749752.99,2022-08-19,RVR3 CONSTRUCTION SUPPLY AND SERVICES,2022-01-10,14.902651,120.773496,24749752.99,221
2226,Region IV-B,OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT),Not Specified,Mindoro Occidental District Engineering Office,P00561807LZ,"Construction of Sabang River Protection Dike, Barangay Buenavista, Sablayan, Occidental Mindoro",Construction of Flood Mitigation Structure,2021,21EB0087,29700000,29255752.25,2022-11-30,JRMX CONSTRUCTION & GENERAL MERCHANDISE,2021-03-25,12.84519,120.775777,29255752.25,615
2229,National Capital Region,MALABON CITY (LEGISLATIVE DISTRICT),Not Specified,Malabon-Navotas District Engineering Office,P00525711LZ,"Construction of Riverwall and Road Dike along Batasan River (Phase 9), Brgy. Dampalit, Malabon City",Construction of Dike,2021,21OA0004,34789759.78,34790000,2022-09-19,TWO DIMENSION CONSTRUCTION,2022-03-24,14.691501,120.92698,34790000.0,179
2239,Cordillera Administrative Region,BENGUET (LEGISLATIVE DISTRICT),Not Specified,Benguet 2nd District Engineering Office,P00525910LZ,"Construction of Bulalacao Flood Control Sta. 1+149 - Sta. 1+511 (B.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0031,9800000,9505756.45,2022-12-08,TIMENCLEAN BUILDERS AND AGGREGATES,2022-01-16,16.836828,120.812347,9505756.45,326
2259,Region I,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),Not Specified,Ilocos Norte 1st District Engineering Office,P00526253LZ,"Construction/Rehabilitation of Flood Control Revetment along Bolo River, Barangay Tarrag, Pagudpud, Ilocos Norte",Construction of Flood Mitigation Structure,2021,21AA0083,81059850.65,81059849.91,2022-07-15,BLUE MOUNTAIN BUILDERS & GENERAL MDSE.(FOR. BLUE M,2021-12-24,18.543375,120.778896,81059849.91,203
2267,Region III,BULACAN (SECOND LEGISLATIVE DISTRICT),Not Specified,Bulacan 1st District Engineering Office,P00526004LZ,"Improvement of Waterways and Construction of Flood Control Structures along Bocaue River (Lolomboy Section), Sta. 06+446 - Sta. 06+533, Bocaue, Bulacan",Construction of Flood Mitigation Structure,2021,21CC0170,19599708.96,19599996.35,2022-09-10,GENUINE BUILDERS,2022-01-14,14.770973,120.927511,19599996.35,239
2348,National Capital Region,MALABON CITY (LEGISLATIVE DISTRICT),Not Specified,Malabon-Navotas District Engineering Office,P00525709LZ,"Construction of Riverwall and Road Dike along Batasan River (Phase 7), Brgy. Dampalit, Malabon City",Construction of Dike,2021,21OA0002,34787975.95,34790000,2022-10-01,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION &  TRADING,2022-02-28,14.691143,120.928355,34790000.0,215
2359,Cordillera Administrative Region,BENGUET (LEGISLATIVE DISTRICT),Not Specified,Benguet 2nd District Engineering Office,P00525908LZ,"Construction of Balili Flood Control Sta. 1+429 - 1+698 (L.S.), Sta 1+445 - Sta 1+698 (R.S.), Sta 1+711 - Sta 1+849 (L.S.), Sta 1+727 - Sta 1+803 (R.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0025,29400000,29400000,2022-10-20,LAYAD GENERAL ENGINEERING CONSTRUCTION AND AGGREGATES,2022-02-20,16.861789,120.817561,29400000.0,242
2401,National Capital Region,MALABON CITY (LEGISLATIVE DISTRICT),Not Specified,Malabon-Navotas District Engineering Office,P00525710LZ,"Construction of Riverwall and Road Dike along Batasan River (Phase 8), Brgy. Dampalit, Malabon City",Construction of Flood Mitigation Structure,2021,21OA0003,34789815.44,34790000,2022-09-19,"DREAMWORX BUILDER & TRADING, INC. / QUATRIX CONSTRUCTION AND SUPPLY INC.",2022-03-24,14.692832,120.929547,34790000.0,179
2462,Region IV-B,OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT),Not Specified,Mindoro Occidental District Engineering Office,P00561805LZ,"Construction of Flood Protection Dike, Barangay Claudio Salgado, Sablayan, Occidental Mindoro",Construction of Flood Mitigation Structure,2021,21EB0086,19800000,18802621.46,2022-10-20,JRMX CONSTRUCTION & GENERAL MERCHANDISE,2021-03-22,12.959916,120.787476,18802621.46,577
2477,Cordillera Administrative Region,BENGUET (LEGISLATIVE DISTRICT),Not Specified,Benguet 2nd District Engineering Office,P00525907LZ,"Construction of Taneg Flood Control Sta. 13+995 - Sta. 14+319 (R.S.), Sta 14+010 - Sta 14+358 (L.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0022,29400000,23831587.47,2022-12-14,MALCO CONSTRUCTION,2022-01-16,16.787925,120.787953,23831587.47,332
2495,Region III,BULACAN (SECOND LEGISLATIVE DISTRICT),Not Specified,Bulacan 1st District Engineering Office,P00561468LZ,"Improvement of River along Balagtas River, Pandi Section, Pandi, Bulacan",Construction of Flood Mitigation Structure,2021,21C00079,144749403.61,142350971.22,2023-12-05,PERRC INC. (FORMERLY: P.E.R.R.C. CONSTRUCTION & DEVELOPMENT CORPORATION),2021-11-29,14.840426,120.922828,142350971.22,736
2497,Region I,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),Not Specified,Ilocos Norte 1st District Engineering Office,P00561449LZ,"Construction/Rehabilitation of Flood Control Structure along Jalao River Tributaries, Barangay Saud, Pagudpud, Ilocos Norte",Construction of Flood Mitigation Structure,2021,21AA0094,96499801.86,96499801.28,2022-09-05,FR ESPIRITU BUILDERS AND DEVELOPMENT CORP. (FORMERLY: FR ESPIRITU JR BUILDERS),2021-12-24,18.590343,120.78871,96499801.28,255
2506,Cordillera Administrative Region,BENGUET (LEGISLATIVE DISTRICT),Not Specified,Benguet 2nd District Engineering Office,P00525909LZ,"Construction of Sapid Flood Control Sta. 5+779 - Sta. 6+019 (R.S.), Mankayan, Benguet",Construction of Flood Mitigation Structure,2021,21PF0024,9800000,9750603.31,2022-07-02,DONATO - SAKIWAT CONSTRUCTION,2022-01-16,16.841564,120.789133,9750603.31,167
2543,Region IV-B,OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT),Not Specified,Mindoro Occidental District Engineering Office,P00526447LZ,"Construction of Flood Control Structure, Amnay River, Ilvita Section, Sablayan, Occidental Mindoro",Construction of Flood Mitigation Structure,2021,21EB0057,44100000,40925466.93,2022-08-22,DELPAR CONSTRUCTION & SUPPLIES,2021-03-22,12.957519,120.825251,40925466.93,518
2569,Region III,BULACAN (THIRD LEGISLATIVE DISTRICT),Not Specified,Bulacan 2nd District Engineering Office,P00526013LZ,"Construction of Flood Control Structures, Anyatam, San Ildefonso, Bulacan",Construction of Flood Mitigation Structure,2021,21CD0130,36397195.7,36389489.38,2022-08-30,EIRISH BUILDERS & SUPPLY INC.,2022-03-30,15.105853,120.942615,36389489.38,153
2650,Cordillera Administrative Region,BENGUET (LEGISLATIVE DISTRICT),Not Specified,Benguet 2nd District Engineering Office,P00526376LZ,"Construction of Magmagaling Flood Control, Sta. 4+572 - Sta. 4+800 (L.S.), Sta. 4+406 - Sta. 4+800 (R.S.), Buguias, Benguet",Construction of Flood Mitigation Structure,2021,21PF0017,29400000,29377392.06,2022-07-18,BTCJR CONSTRUCTION AND ENGINEERING SERVICES,2022-01-16,16.771811,120.830714,29377392.06,183
2665,Region III,BULACAN (FIRST LEGISLATIVE DISTRICT),Not Specified,Bulacan 1st District Engineering Office,P00561463LZ,"Construction/Improvement of Bulihan-Longos Creek, Malolos City",Construction of Flood Mitigation Structure,2021,21CC0291,96499269.8,96498474.65,2023-06-23,TRICHES CONSTRUCTION & TRADING / FRAMECON BUILDERS,2022-02-02,14.875556,120.796458,96498474.65,506
2669,Cordillera Administrative Region,BENGUET (LEGISLATIVE DISTRICT),Not Specified,Benguet 2nd District Engineering Office,P00526380LZ,"Construction of Papasok-Sibugan Flood Control Sta.5+360 - Sta. 5+863 (L.S.), Buguias, Benguet",Construction of Flood Mitigation Structure,2021,21PF0016,19600000,19600000,2022-07-22,AAAL CONSTRUCTION,2022-01-19,16.777153,120.831439,19600000.0,184
2679,Region III,BULACAN (FIRST LEGISLATIVE DISTRICT),Not Specified,Bulacan 1st District Engineering Office,P00561527LZ,"Construction of Angat River Flood Control Structure and its Tributaries at Sto. Niño, Paombong, Bulacan, Sta. 00+445 - Sta. 00+641",Construction of Flood Mitigation Structure,2021,21CC0126,24499396.48,24499443.85,2022-08-11,STAR WILLIAM CONSTRUCTION,2022-01-14,14.84031,120.797,24499443.85,209
2693,Cordillera Administrative Region,MOUNTAIN PROVINCE (LEGISLATIVE DISTRICT),Not Specified,Mountain Province 1st District Engineering Office,P00526267LZ,"Construction of Magatiley Flood Control; Sta. 67 +225 - Sta. 67 + 900 (R.S.) along Chico River, Bauko, Mountain Province",Construction of Flood Mitigation Structure,2021,21PI0014,70693004.5,70693005,2022-11-30,3K ROCK ENGINEERING / OLSIM CONSTRUCTION,2022-04-13,16.883513,120.894964,70693005.0,231
2694,Region I,ILOCOS SUR (FIRST LEGISLATIVE DISTRICT),Not Specified,Ilocos Sur 1st District Engineering Office,P00561623LZ,"Construction of Bantay Boardwalk Road along Govantes River, Barangay Bayubay, Bantay, Ilocos Sur",Construction of Flood Mitigation Structure,2021,21AC0030,9900000,9599225.3,2022-09-14,N.A. IBARRA CONSTRUCTION(FOR. DIOCLETIANS CONST.),2021-07-09,18.533645,120.834364,9599225.3,432
2706,Region I,ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT),Not Specified,Ilocos Norte 1st District Engineering Office,P00561456LZ,"Construction/Rehabilitation of Flood Control Revetment at Upper Datag, Right Bank along Bolo River, Baranga San Isidro, Dumalneg, Ilocos Norte",Construction of Flood Mitigation Structure,2021,21AA0087,96499540.54,96499537.05,2022-07-15,FR ESPIRITU BUILDERS AND DEVELOPMENT CORP. (FORMERLY: FR ESPIRITU JR BUILDERS),2021-12-24,18.53324,120.835069,96499537.05,203
2719,Cordillera Administrative Region,BENGUET (LEGISLATIVE DISTRICT),Not Specified,Benguet 2nd District Engineering Office,P00526377LZ,"Construction of Baney Flood Control Sta. 1+445 - Sta. 2+777 (R.S.), Buguias, Benguet",Construction of Flood Mitigation Structure,2021,21PF0026,29400000,29400000,2022-09-29,NORJOHN CONSTRUCTION,2022-02-27,16.747717,120.835989,29400000.0,214
2727,National Capital Region,NAVOTAS CITY (LEGISLATIVE DISTRICT),Not Specified,Malabon-Navotas District Engineering Office,P00561465LZ,"Construction of Floodwall and Upgrading of Road with Drainage System along Adelfa St., Barangay Tanza 1, Navotas City",Construction of Flood Mitigation Structure,2021,21OA0056,68594595.17,67504048.83,2022-11-16,IM CONSTRUCTION CORPORATION,2021-11-15,14.679721,120.933605,67504048.83,366
2872,Region IV-A,CAVITE (SIXTH LEGISLATIVE DISTRICT),Not Specified,Cavite 1st District Engineering Office,P00561183LZ,"Construction/Rehabilitation of Drainage, Brgy. Pinagtipunan, General Trias, Cavite",Construction of Drainage Structure,2021,21DF0189,3920000,3718753.56,2022-08-15,FE S. REYES GENERAL CONTRACTOR CORP.,2022-03-29,14.37403056,120.8800667,3718753.56,139
2902,National Capital Region,MALABON CITY (LEGISLATIVE DISTRICT),Not Specified,Malabon-Navotas District Engineering Office,P00525706LZ,"Construction of Riverwall along South Pinagkabalian River (Phase 7), Brgy. Panghulo, Malabon City",Construction of Dike,2021,21OA0030,29340454.15,29400000,2022-10-19,ROTAFLEX CONSTRUCTION AND DEVELOPMENT CORP. (FORMERLY:ROTA FLEX CONSTRUCTION),2022-03-24,14.68577,120.946359,29400000.0,209
2921,Region IV-A,CAVITE (SECOND LEGISLATIVE DISTRICT),Not Specified,Cavite 3rd District Engineering Office,P00525631LZ,"Construction of Revetment and Other Improvements, Bacoor River, Brgy. Mambog I, Bacoor City, Cavite",Construction of Revetment,2021,21DQ0042,96499937.25,96499914.67,2022-09-03,GRAIA CONSTRUCTION CORPORATION,2021-10-11,14.42939,120.94788,96499914.67,327
2927,National Capital Region,NAVOTAS CITY (LEGISLATIVE DISTRICT),Not Specified,Malabon-Navotas District Engineering Office,P00561605LZ,"Construction of River Wall along Cut-Off Channel, Barangay Bagumbayan North, Navotas City",Construction of Dike,2021,21OA0055,24745431.3,24460268.57,2022-09-06,JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,2021-11-11,14.650352,120.948286,24460268.57,299
2938,Cordillera Administrative Region,ABRA (LEGISLATIVE DISTRICT),Not Specified,Abra District Engineering Office,P00561511LZ,"Construction of Sagang Flood Control, Lacub, Abra",Construction of Flood Mitigation Structure,2021,21PA0235,48999985.61,48997000,2022-07-24,ST. TIMOTHY CONSTRUCTION CORPORATION,2022-01-07,17.6639,120.94951,48997000.0,198
2978,National Capital Region,MALABON CITY (LEGISLATIVE DISTRICT),Not Specified,Malabon-Navotas District Engineering Office,P00525707LZ,"Construction of Riverwall along Malabon-Tullahan River, Brgy. San Agustin, Malabon City",Construction of Dike,2021,21OA0029,41644719.63,41649942.02,2022-10-28,MEGAY CONSTRUCTION INC. (FORMERLY: MEGAY CONSTRUCTION),2022-03-24,14.6634,120.953673,41649942.02,218
3042,National Capital Region,CALOOCAN CITY (FIRST LEGISLATIVE DISTRICT),Not Specified,Metro Manila 3rd District Engineering Office,P00525799LZ,"Construction of  Drainage Systems along Barangay 82,83,84,85, Caloocan City",Construction of Drainage Structure,2021,21OD0194,19599818.99,19149003.85,2022-09-13,IM CONSTRUCTION CORPORATION,2022-02-24,14.65781,120.98966,19149003.85,201
3049,National Capital Region,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),Not Specified,Metro Manila 2nd District Engineering Office,P00561612LZ,"Rehabilitation/Upgrading and Drainage Improvement Along A. Bonifacio St. and Its Vicinity (From Moras St., Mamante St., Romero St., Moras St. to NT Garcia Going to Quirino Avenue,) Barangay San Dionisio, Parañaque City",Rehabilitation / Major Repair of Drainage Structure,2021,21OC0165,9900000,9900000,2022-09-02,M.P.Z. CARREON BUILDERS,2021-12-31,14.4973548,120.989911,9900000.0,245
3053,National Capital Region,VALENZUELA CITY (FIRST LEGISLATIVE DISTRICT),Not Specified,Metro Manila 3rd District Engineering Office,P00561467LZ,"Constuction of Flood Control Wall along Meycauyan River, Barangay Bignay, Valenzuela City",Construction of Flood Mitigation Structure,2021,21OD0132,96465358.98,94052821.99,2022-10-05,J. SIMEON CONSTRUCTION,2021-11-11,14.746173,120.990179,94052821.99,328
3088,National Capital Region,MANILA CITY (FOURTH LEGISLATIVE DISTRICT),Not Specified,North Manila District Engineering Office,P00525828LZ,"Rehabilitation of RCPC along Lardizabal Street, Sta.0+000 to Sta.0+266.00 and Sta. 0+000.00 to Sta.0+369.00, Manila City",Construction of Flood Mitigation Structure,2021,21OE0139,48999472.53,46793689.84,2022-10-20,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.),2021-06-28,14.6018905,120.9927887,46793689.84,479
3116,National Capital Region,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),Not Specified,Metro Manila 2nd District Engineering Office,P00525761LZ,"Rehabilitation and Improvement of Villanueva Creek, Valley 2 to Valley 15 Section, Brgy. San Isidro, Parañaque City",Rehabilitation / Major Repair of Drainage Structure,2021,21OC0144,19600000,19593918.94,2022-10-01,A.C. RIVERO DEVELOPMENT CORPORATION,2022-02-22,14.4705555,121.0045572,19593918.94,221
3124,National Capital Region,MANILA CITY (SECOND LEGISLATIVE DISTRICT),Not Specified,North Manila District Engineering Office,P00525817LZ,"Bank Improvement along Estero de Maypajo, Sta. 0+905.2 to Sta. 0+989.20, Manila City",Construction of Flood Mitigation Structure,2021,21OE0047,19599263.46,19567913.35,2022-10-21,1HB CONSTRUCTION CORP. (FORMERLY: HB CONSTRUCTION),2022-03-29,14.63559,120.977375,19567913.35,206
3126,National Capital Region,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),Not Specified,Metro Manila 2nd District Engineering Office,P00525756LZ,"Rehabilitation of Slope Protection of Sapang Buwaya Creek near Annex 31 Subd., Brgy. Marcelo Green (Phase 3), Parañaque City",Rehabilitation / Major Repair of Flood Control Structure,2021,21OC0045,29400000,29397313.67,2022-10-07,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,2022-03-22,14.4704315,121.0372755,29397313.67,199
3134,Region IV-A,CAVITE (FOURTH LEGISLATIVE DISTRICT),Not Specified,Cavite 3rd District Engineering Office,P00526324LZ,"Construction of Slope Protection along Imus River, Brgy. Santa Maria, Dasmariñas City, Cavite",Construction of Revetment,2021,21DQ0045,53644300.67,53637052.73,2022-09-20,R2A CONSTRUCTION & TRADING CORPORATION,2021-04-22,14.32515,120.95659,53637052.73,516
3147,National Capital Region,SAN JUAN CITY (LEGISLATIVE DISTRICT),Not Specified,Metro Manila 1st District Engineering Office,P00525720LZ,"Construction of Flood Control, Barangay Little Baguio, San Juan City",Construction of Flood Mitigation Structure,2021,21OB0207,48999981.62,46495969.51,2023-02-13,JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,2022-02-24,14.6061459,121.03771,46495969.51,354
3149,National Capital Region,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),Not Specified,Metro Manila 2nd District Engineering Office,P00525754LZ,"Rehabilitation of Slope Protection, Balaraw Creek (Phase III), Parañaque City",Rehabilitation / Major Repair of Flood Control Structure,2021,21OC0040,19600000,19594378.86,2022-09-22,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,2022-03-22,14.4956991,121.0153588,19594378.86,184
3173,National Capital Region,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),Not Specified,Metro Manila 2nd District Engineering Office,P00525755LZ,"Rehabilitation of Slope Protection of Sapang Buwaya Creek near Annex 31 Subd., Brgy. Marcelo Green (Phase 2), Parañaque City",Rehabilitation / Major Repair of Flood Control Structure,2021,21OC0041,17626280,17626280,2022-09-27,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,2022-03-22,14.4706334,121.0378515,17626280.0,189
3197,National Capital Region,CALOOCAN CITY (FIRST LEGISLATIVE DISTRICT),Not Specified,Metro Manila 3rd District Engineering Office,P00525792LZ,"Construction of Flood Control Wall along the Banks of Creeks in Brgy. 173, Caloocan City",Construction of Flood Mitigation Structure,2021,21OD0175,48977866.71,47802379.15,2022-12-05,"PERSAN CONSTRUCTION, INC. (FORMERLY: PERSAN CONST.",2022-03-24,14.75585,121.03814,47802379.15,256
3210,Region IV-A,CAVITE (SECOND LEGISLATIVE DISTRICT),Not Specified,Cavite 3rd District Engineering Office,P00525632LZ,"Construction of slope protection, road and other improvements along river in Molino III and Barangay Molino VI, Bacoor City, Cavite",Construction of Flood Mitigation Structure,2021,21D00079,244145000,244114309.46,2022-09-28,"E. F. CHUA CONSTRUCTION, INC.",2021-12-03,14.393,120.979,244114309.46,299
3212,National Capital Region,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),Not Specified,Metro Manila 2nd District Engineering Office,P00525757LZ,"Rehabilitation of Slope Protection, Moonwalk Creek Tributary, Parañaque City",Rehabilitation / Major Repair of Flood Control Structure,2021,21OC0155,19600000,19599792.93,2022-09-26,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,2022-03-22,14.4932217,121.0164968,19599792.93,188
